Entity,Year,reporting_level,welfare_type,reporting_pop,headcount_100,headcount_190,headcount_320,headcount_550,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_ratio_100,headcount_ratio_190,headcount_ratio_320,headcount_ratio_550,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,poverty_gap_index_100,poverty_gap_index_190,poverty_gap_index_320,poverty_gap_index_550,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,total_shortfall_100,total_shortfall_190,total_shortfall_320,total_shortfall_550,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,avg_shortfall_100,avg_shortfall_190,avg_shortfall_320,avg_shortfall_550,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,income_gap_ratio_100,income_gap_ratio_190,income_gap_ratio_320,income_gap_ratio_550,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,headcount_stacked_below_100,headcount_stacked_below_190,headcount_stacked_below_320,headcount_stacked_below_550,headcount_stacked_below_1000,headcount_stacked_below_2000,headcount_stacked_below_3000,headcount_stacked_below_4000,headcount_stacked_above_4000,headcount_ratio_stacked_below_100,headcount_ratio_stacked_below_190,headcount_ratio_stacked_below_320,headcount_ratio_stacked_below_550,headcount_ratio_stacked_below_1000,headcount_ratio_stacked_below_2000,headcount_ratio_stacked_below_3000,headcount_ratio_stacked_below_4000,headcount_ratio_stacked_above_4000
Argentina - urban,1993,urban,income,29809445.0,353838.6785479547,840089.6216698461,2094569.1551372118,5318887.706162065,12736769.0549057,22395127.75863843,26275160.343207944,27883560.279978525,1.18700190006206,2.81819947224729,7.026528521873559,17.842961202941098,42.72729349676151,75.1276240085598,88.14374217033543,93.5393472772758,0.93904505839845,1.42944555420997,2.80626911786153,6.85641732546411,17.667900914108838,39.56930136838798,53.816498695287066,63.16253907816439,279924.1202085038,809608.5939456157,2676906.3975709374,11241229.733825823,52667032.05645771,235907782.56587726,481271987.3849194,753136093.8843569,0.79110661773107,0.9637169333628437,1.278022447244325,2.113454984357458,4.135038629453084,10.533888670265835,18.316614669463924,27.010040551569656,79.11066177310701,50.7219438612023,39.938201476385146,38.4264542610447,41.350386294530836,52.66944335132917,61.05538223154642,67.52510137892413,353838.6785479547,486250.9431218914,1254479.5334673657,3224318.5510248533,7417881.348743634,9658358.70373273,3880032.584569514,1608399.9367705807,1925884.720021475,1.18700190006206,1.6311975721852299,4.20832904962627,10.816432681067537,24.884332293820414,32.400330511798295,13.016118161775617,5.395605106940369,6.460652722724207
Argentina - urban,1994,urban,income,30260588.0,456043.9453189712,809338.0303107445,2045816.4492006074,6246659.657123656,13484092.626875311,22995513.26232565,26753608.79418573,28284703.59552923,1.50705579587208,2.67456148013629,6.760663240253651,20.64288921657324,44.55991610895106,75.99162733495346,88.41073674505509,93.47043618428442,1.23129828279667,1.5784789907519001,2.7940275075497003,7.20219490767273,18.62859743865614,40.74975545554448,54.909487843673155,63.988143438888955,372598.1004081752,907548.3457101821,2705565.288532108,11986845.90382304,56371231.21090287,246622312.18819678,498478016.6785205,774527538.1956488,0.8170223598683426,1.121346472946205,1.3224868191813075,1.9189209212244032,4.180572825386016,10.724801372111434,18.632178578721426,27.383265148236276,81.70223598683425,59.01823541822132,41.32771309941586,34.88947129498915,41.80572825386017,53.624006860557174,62.10726192907142,68.45816287059068,456043.9453189712,353294.08499177336,1236478.418889863,4200843.207923049,7237432.969751655,9511420.635450337,3758095.5318600833,1531094.801343497,1975884.4044707716,1.50705579587208,1.1675056842642098,4.086101760117361,13.882225976319592,23.91702689237782,31.431711226002406,12.419109410101626,5.059699439229327,6.529563815715582
Argentina - urban,1995,urban,income,30705906.0,757428.4640785523,1512227.9982169652,3124449.9154490535,7540899.595077984,15138474.878464855,24228112.999178696,27236193.535037,28788313.341781475,2.46671915193954,4.92487666124219,10.17540376580666,24.55846635848486,49.30150857123335,78.90375551588902,88.70017883542339,93.75497124814189,1.72241765787385,2.63598015060076,4.59366956498445,9.79571101810764,22.34854985699071,44.70805153917577,57.95416065511273,66.27885817133445,528883.9469541459,1537863.0157220426,4513689.147439149,16543239.994884761,68623247.11450702,274560245.6010173,533860502.815437,814060955.518531,0.6982625713671301,1.0169518204498946,1.4446348219956762,2.19380191796781,4.533035703096261,11.332300027258604,19.601142212793864,28.27748002648895,69.82625713671301,53.52378002367867,45.144838187364876,39.887307599414726,45.33035703096261,56.66150013629302,65.33714070931288,70.69370006622238,757428.4640785523,754799.5341384129,1612221.9172320883,4416449.679628931,7597575.283386871,9089638.120713841,3008080.5358583033,1552119.806744475,1917592.6582185254,2.46671915193954,2.4581575093026498,5.250527104564472,14.3830625926782,24.743042212748488,29.60224694465567,9.79642331953437,5.0547924127185,6.245028751858113
Argentina - urban,1996,urban,income,31145813.0,932550.8958661816,1651403.5397933517,3746723.364682095,8194220.955999659,15731628.707635906,24555135.769872397,27610579.819484927,29222224.930602174,2.9941452992933,5.30216867285934,12.02962133202975,26.30922158300912,50.50961009634234,78.83928337292848,88.64941114070429,93.82392725019628,2.32802495765916,3.1498452477567502,5.24666973988949,10.95978322220631,23.732629959925543,45.5714412829201,58.53457332219399,66.82026006052449,725082.2999058511,1863985.3302458378,5229177.426923415,18774324.73176563,73917205.47300385,283871917.6676619,546932062.4183528,832468529.7825856,0.7775257126661946,1.1287279488810393,1.3956668048181624,2.2911665224281528,4.698636539592719,11.560592469456221,19.8087858347828,28.487513588015872,77.75257126661947,59.40673415163366,43.61458765056757,41.657573135057326,46.986365395927194,57.80296234728111,66.02928611594267,71.21878397003968,932550.8958661816,718852.6439271701,2095319.8248887435,4447497.591317564,7537407.751636246,8823507.062236492,3055444.0496125296,1611645.1111172475,1923588.0693978257,2.9941452992933,2.3080233735660394,6.72745265917041,14.279600250979366,24.200388513333223,28.32967327658614,9.810127767775816,5.1745161094919805,6.176072749803724
Argentina - urban,1997,urban,income,31579653.0,772230.5753615053,1522378.3136488849,3531288.488631007,7937419.978608574,15251284.33832309,24272902.38737362,27691982.714643385,29292305.748571593,2.44534218080707,4.820756940074309,11.182163681884049,25.13460163292033,48.29465459396622,76.86247340138164,87.68931917853368,92.75689555097895,1.7838777696777002,2.61342824374152,4.71068615134317,10.25378224464281,22.29434930726257,43.8027373894409,56.86914103922559,65.26540059749478,563342.4096083569,1568091.9844773759,4760378.68964233,17809598.68728596,70404781.49841423,276655049.4417339,538772322.128041,824423481.509951,0.72950026531213,1.0300277995414444,1.3480571482529344,2.2437515887130837,4.616318202231838,11.397691344305224,19.455895508816017,28.14471105778872,72.950026531213,54.21198944954971,42.1267858829042,40.79548343114698,46.16318202231838,56.98845672152613,64.85298502938673,70.3617776444718,772230.5753615053,750147.7382873796,2008910.174982122,4406131.4899775665,7313864.359714516,9021618.049050529,3419080.3272697665,1600323.033928208,2287347.2514284067,2.44534218080707,2.37541475926724,6.36140674180974,13.952437951036279,23.16005296104589,28.567818807415424,10.826845777152037,5.067576372445283,7.2431044490210414
Argentina - urban,1998,urban,income,32009558.0,764438.5250553582,1784806.1825534194,4011078.4328101086,8914723.086974848,16473921.49712547,25054979.263852082,28268968.059087202,29874916.228224233,2.38815707813072,5.57585388262287,12.530877286122191,27.850191142829427,51.46563253739858,78.27343090414458,88.31414685290937,93.33123633954656,1.50662529216169,2.61096278037417,5.08574551407642,11.33277310224944,24.36930562655021,45.830738832372994,58.6057880386365,66.74018121631498,482264.0967371656,1587939.526530337,5209358.912194208,19951638.185451135,78005070.18727852,293404338.5675391,562783611.4075323,854529480.6296581,0.6308736162953608,0.8896985801890059,1.2987427195594876,2.238054731571207,4.735063852337139,11.710420331133397,19.90817670568002,28.603577466180276,63.087361629536076,46.82624106257926,40.58570998623399,40.69190421038558,47.350638523371394,58.55210165566699,66.3605890189334,71.50894366545069,764438.5250553582,1020367.6574980612,2226272.2502566893,4903644.654164739,7559198.410150621,8581057.766726613,3213988.7952351198,1605948.1691370308,2134641.771775767,2.38815707813072,3.1876968044921496,6.955023403499322,15.319313856707234,23.61544139456915,26.807798366746,10.040715948764802,5.017089486637182,6.668763660453441
Argentina - urban,1999,urban,income,32438320.0,872413.2110362882,1793639.591748454,4237547.59363911,9239626.31745623,16971407.439785454,25799714.524443336,28970781.798460636,30547206.06506876,2.6894525087498002,5.52938497353887,13.063400304451989,28.483677075311643,52.31900862863876,79.53468158783605,89.31036440376886,94.17012368417588,1.82534942022087,2.86469637633107,5.37371156127202,11.6838884971004,24.982564648668202,46.719692464082904,59.54148462520875,67.6557111401618,592112.6860493905,1765592.8174070858,5578053.606791725,20845314.265229404,81039242.64941867,303101666.89030194,579427719.4642805,877855043.1168534,0.678706693753588,0.9843632051442242,1.3163400489388766,2.2560776322573557,4.775045495604643,11.74825661745735,20.000417092474475,28.737654149022003,67.8706693753588,51.80858974443285,41.135626529339895,41.0195933137701,47.750454956046426,58.74128308728675,66.66805697491492,71.844135372555,872413.2110362882,921226.3807121657,2443908.0018906565,5002078.72381712,7731781.122329224,8828307.084657881,3171067.2740173005,1576424.2666081227,1891113.934931241,2.6894525087498002,2.8399324647890696,7.534015330913118,15.420276770859651,23.835331553327126,27.215672959197274,9.775682815932823,4.859759280407008,5.829876315824127
Argentina - urban,2000,urban,income,32867365.0,1067699.5393228682,2232258.3774218215,4950759.913557759,10348406.639445059,17798168.905839648,26288289.931200802,29401294.8649379,30969988.638409976,3.2485096974548098,6.791716882146839,15.062843989951,31.485355273977877,54.1514931478068,79.98295552807717,89.4543717299452,94.22717226771898,1.99712083722591,3.3502596785977397,6.39140306080333,13.41452764029343,26.957895371583152,48.14553748840193,60.50977238873016,68.3551172245391,656400.9950620957,2092169.9463238374,6722194.472369288,24249509.69408621,88603498.68096341,316483390.7504979,596639032.5501949,898661034.9746853,0.6147806296501572,0.9372436307038161,1.3578106371024818,2.3433085439118972,4.978236758495547,12.038949341275828,20.292950881619447,29.01715739928096,61.478062965015724,49.32861214230611,42.43158240945256,42.605609889307225,49.78236758495547,60.19474670637914,67.64316960539816,72.5428934982024,1067699.5393228682,1164558.8380989532,2718501.536135937,5397646.7258873,7449762.266394589,8490121.025361154,3113004.933737099,1568693.7734720744,1897376.361590024,3.2485096974548098,3.5432071846920286,8.27112710780416,16.42251128402688,22.666137873828916,25.83146238027038,9.47141620186802,4.77280053777379,5.772827732281016
Argentina - urban,2001,urban,income,33297960.0,1790977.4634679717,3556080.104476742,6395586.801870647,12291383.359494377,19728970.95867846,27328339.157932837,30167610.160038553,31435444.17351374,5.37864020338775,10.67957347680381,19.20714302579091,36.91332249631622,59.24978875185886,82.07211239947684,90.59897411144271,94.40651671608032,3.3892356883241095,5.5295160868502595,9.452872706633219,17.18260213072677,31.31586055315,51.954214634734676,63.619820459727784,70.88396444937555,1128546.3438038868,3498310.504106633,10072364.07265807,31468007.91446701,104275427.20643666,345993872.14776194,635523071.0625591,944116565.1506916,0.6301287240201326,0.9837546965555183,1.57489287295921,2.560168127061126,5.285396152938608,12.660625665842092,21.066404255793625,30.03350485329445,63.012872402013265,51.776562976606236,49.215402279975315,46.548511401111384,52.85396152938608,63.30312832921046,70.22134751931208,75.08376213323612,1790977.4634679717,1765102.6410087703,2839506.697393905,5895796.55762373,7437587.599184085,7599368.199254375,2839271.0021057166,1267834.0134751871,1862515.8264862597,5.37864020338775,5.30093327341606,8.5275695489871,17.706179470525313,22.336466255542636,22.822323647617974,8.52686171196589,3.807542604637603,5.593483283919674
Argentina - urban,2002,urban,income,33728928.0,2135143.216923172,5714018.846172869,10206074.545852259,16815310.504073575,24678341.158941787,30376032.845996965,32046925.521332663,32896366.219069224,6.33030263198158,16.94100342048484,30.259113322108128,49.85426902412545,73.16669287248556,90.05928930204057,95.01317540045346,97.53160912516763,2.6023742711284,6.8332232239343895,13.75531676445777,24.89358466952135,42.039269164695355,62.66754645203578,72.75294857868538,78.65687004515918,877752.9441994228,4379068.588432207,14846466.840498852,46179865.87391041,141793948.282863,422741832.44347405,736163689.3194544,1061204762.5834123,0.4110979241309632,0.7663727940563612,1.454669645395883,2.746298729525283,5.745683932709809,13.916953362103838,22.971429469245425,32.25902689423057,41.10979241309632,40.33541021349269,45.458426418621336,49.93270417318696,57.45683932709809,69.5847668105192,76.57143156415141,80.64756723557643,2135143.216923172,3578875.629249697,4492055.69967939,6609235.958221316,7863030.654868212,5697691.687055178,1670892.6753356978,849440.6977365613,832561.7809307761,6.33030263198158,10.61070078850326,13.318109901623288,19.59515570201732,23.312423848360112,16.892596429555002,4.953886098412904,2.518433724714172,2.468390874832358
Argentina - urban,2003,urban,income,34159484.0,793935.6220476992,2687826.0792678455,5920636.557728801,11509917.98604552,19817427.0948948,28127525.23173607,31243357.492329866,32543248.815559503,2.32420261982792,7.86846217954535,17.332336043860618,33.694648274094305,58.01442169001968,82.34177434218874,91.46320094393073,95.26856089383406,0.9955830151098801,2.87088144777649,6.72604901275502,14.765783862108051,29.336781584134147,50.75198640529581,63.05099463985354,70.68915521133646,340086.02075317706,1863288.748743139,7352267.636301469,27741535.6671826,100212932.1134725,346732333.515984,646136832.7752489,965882026.5660657,0.42835465661061484,0.6932326325409761,1.241803573756578,2.410228787104833,5.056808415825509,12.32715394117818,20.680774559324274,29.679950887517425,42.835465661061484,36.48592802847243,38.80636167989306,43.82234158372423,50.56808415825509,61.635769705890894,68.93591519774758,74.19987721879356,793935.6220476992,1893890.4572201464,3232810.4784609554,5589281.42831672,8307509.10884928,8310098.136841271,3115832.2605937943,1299891.323229637,1616235.1844404973,2.32420261982792,5.544259559717432,9.463873864315268,16.362312230233687,24.31977341592537,24.327352652169075,9.121426601741977,3.805359949903333,4.73143910616594
Argentina - urban,2004,urban,income,34588884.0,537275.4939092553,1986014.4470893298,4809385.440615691,10112724.25359096,18141662.72965714,27509879.448108796,31145058.73849753,32790878.38934688,1.5533183837595201,5.741770815992011,13.90442501878838,29.23691973869686,52.44940174900451,79.53387408541079,90.04354907344663,94.801781952106,0.61080788272426,1.9674711813738401,5.048886354477291,11.95830897440049,25.184616859717917,46.760307493653066,59.741529386647585,67.9635160289822,211271.63001835035,1293000.0168517714,5588331.022214332,22749350.907343365,87110779.11452273,323477370.34045935,619917848.9812033,940312868.8634423,0.3932277433335415,0.6510526742374765,1.1619636419697983,2.249576903005659,4.801697639991846,11.758589162508935,19.904211906813337,28.67605001910933,39.32277433335415,34.26593022302508,36.3113638115562,40.90139823646653,48.01697639991846,58.79294581254467,66.34737302271112,71.69012504777332,537275.4939092553,1448738.9531800747,2823370.9935263614,5303338.812975269,8028938.47606618,9368216.718451656,3635179.290388733,1645819.6508493498,1798005.610653121,1.5533183837595201,4.1884524322324905,8.162654202796372,15.33249471990848,23.212482010307646,27.08447233640627,10.509674988035847,4.758232878659369,5.198218047894003
Argentina - urban,2005,urban,income,35015688.0,335765.3390696177,1459856.5095321292,3907928.565326511,8756618.710580144,16699825.699619398,26838146.056590613,31048098.669971667,32777602.119368896,0.95889973394102,4.16914986657446,11.160507728211739,25.007701435368467,47.69241061212162,76.64606234951205,88.66910931457828,93.60833383987456,0.43550164778708,1.4041166581965299,3.9598086781000497,9.80291442902234,21.96101286729531,43.19214054133897,56.58513856554406,65.29619249474996,152493.89822398283,934156.1055612343,4436973.606785401,18879068.622553945,76897997.4725198,302480503.4495353,594410267.2343575,914556441.5936425,0.45416807656958513,0.6398958387085748,1.1353773572405839,2.155977009681077,4.6047185674681845,11.27054390462472,19.14482022080291,27.901871475009884,45.41680765695851,33.67872835308289,35.48054241376825,39.1995819942014,46.04718567468184,56.352719523123596,63.81606740267637,69.7546786875247,335765.3390696177,1124091.1704625115,2448072.0557943815,4848690.145253633,7943206.989039253,10138320.356971215,4209952.613381054,1729503.4493972287,2238085.880631104,0.95889973394102,3.2102501326334396,6.991357861637279,13.847193707156727,22.684709176753156,28.95365173739044,12.023046965066213,4.939224525296286,6.391666160125439
Argentina - urban,2006,urban,income,35439468.0,344776.24506852904,1155774.364737549,3115511.2673565745,7200743.855690752,14772549.175717216,25579198.33718841,30543250.684601728,32730405.923394036,0.9728595391683901,3.2612633032119698,8.79107797937761,20.31843100943488,41.68389089733857,72.17715101476244,86.18428099598371,92.35580489919893,0.40760888682268,1.17666543671972,3.13362008707397,7.805432625163319,18.44613750866822,38.65092829868439,52.55551899391099,61.87066763262433,144454.4210106799,792307.5447353562,3553722.5216004853,15214120.886009729,65372129.996204704,273953667.32230395,558761890.0824302,877065418.2820103,0.41898020260058105,0.6855209536640586,1.1406546844607373,2.1128540593741576,4.425243688046877,10.71001771482476,18.294119897464878,26.79665569485432,41.898020260058104,36.08005019284519,35.645458889398036,38.41552835225741,44.25243688046877,53.5500885741238,60.98039965821626,66.9916392371358,344776.24506852904,810998.1196690201,1959736.9026190254,4085232.5883341776,7571805.320026464,10806649.161471196,4964052.347413316,2187155.2387923077,2709062.0766059645,0.9728595391683901,2.28840376404358,5.52981467616564,11.527353030057274,21.36545988790369,30.49326011742387,14.007129981221263,6.171523903215217,7.644195100801074
